Artist Full Name,Art Title,Art Location Name,Art Location Street Address,Art Location City,Art Location State,Art Location Zip,Images,Web Detail Page,Location
Pio Pulido,Dove and the Leaves of Healing,EMS Station #4,1201 Webberville Rd.;,Austin,TX,78721,http://assets.austintexas.gov/aipp/images/pic1996_007.jpg;http://assets.austintexas.gov/aipp/images/pic1996_007_2.jpg;http://assets.austintexas.gov/aipp/images/pic1996_007_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=123 ,"1201 Webberville Rd.;
Austin, TX 78721
(30.27848453215529, -97.68429333898456)"
Claudia Reese,Untitled,Southeast Austin Community Branch,5803 Nuckols Crossing;,Austin,TX,78744,http://assets.austintexas.gov/aipp/images/pic1998_001.jpg;http://assets.austintexas.gov/aipp/images/pic1998_001_2.jpg;http://assets.austintexas.gov/aipp/images/pic1998_001_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=129 ,"5803 Nuckols Crossing;
Austin, TX 78744
(30.187860944732922, -97.74223740897932)"
Steven Rendon,Signs of the Times,Holly Street Power Plant,2400 Holly St.;,Austin,TX,78702,http://assets.austintexas.gov/aipp/images/pic1991_004.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=100 ,"2400 Holly St.;
Austin, TX 78702
(30.25158178209171, -97.72072545231359)"
Priscilla Robinson,Italianos 1; Italianos 2; Italianos 3; Indian Land1; On the Way & Pueblo Trees,Texas Cancer Center at Brackenridge Hospital,601 E 15th St.; 9th Floor,Austin,TX,78701,http://assets.austintexas.gov/aipp/images/pic1993_003.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=166 ,"601 E 15th St.; 9th Floor
Austin, TX 78701
(30.27515704064689, -97.73329739636114)"
David Santos,Big Arch,Holly Street Power Plant,2400 Holly St.;,Austin,TX,78702,http://assets.austintexas.gov/aipp/images/pic1992_004_1.jpg;http://assets.austintexas.gov/aipp/images/pic1992_004_2.jpg;http://assets.austintexas.gov/aipp/images/pic1992_004_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=103 ,"2400 Holly St.;
Austin, TX 78702
(30.25158178209171, -97.72072545231359)"
David Santos,Lou Neff Point Gazebo,Town Lake Hike and Bike Trail,South Bank at Barton Creek;,Austin,TX,78704,http://assets.austintexas.gov/aipp/images/pic1993_006.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=106 ,"South Bank at Barton Creek;
Austin, TX 78704
(30.243309999856763, -97.76507999994192)"
Margo Sawyer,Index for Contemplation,Austin Convention Center,500 East Cesar Chavez St.;,Austin,TX,78701,http://assets.austintexas.gov/aipp/images/pic2002_004_1.jpg;http://assets.austintexas.gov/aipp/images/pic2002_004_2.jpg;http://assets.austintexas.gov/aipp/images/pic2002_004_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=194 ,"500 East Cesar Chavez St.;
Austin, TX 78701
(30.26473389832728, -97.74923338272032)"
Jack L.Schuller,Crumley's Market,Austin City Hall & Public Plaza,300 Cesar Chavez Street;,Austin,TX,,http://assets.austintexas.gov/aipp/images/pic1994_006.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=167 ,"300 Cesar Chavez Street;
Austin, TX
(30.262762792232973, -97.74207698152165)"
David Serrano,La Pinata,Learning & Research Center,2800  Star of Texas Rd.;,Austin,TX,78719,http://assets.austintexas.gov/aipp/images/pic1997_011.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=179 ,"2800 Star of Texas Rd.;
Austin, TX 78719
(30.136680000082094, -97.67493999978103)"
Victoria Smith,Lady Bird Johnson Wildflower Spring #1,Health and Human Services Administration,7201 Levander Loop;,Austin,TX,78702,http://assets.austintexas.gov/aipp/images/pic2003_002_1.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=205 ,"7201 Levander Loop;
Austin, TX 78702
(30.252912715050357, -97.69302633905961)"
W. Gary Smith,Karst Circle,Circle C Fire/EMS Station,11401 Escarpment Blvd.;,Austin,TX,78749,http://assets.austintexas.gov/aipp/images/pic2004_007_1.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=502 ,"11401 Escarpment Blvd.;
Austin, TX 78749
(30.213201169987954, -97.87639848873056)"
Terese M.St. Arnauld,The Cyclist,Health and Human Services Administration,7201 Levander Loop;,Austin,TX,78702,http://assets.austintexas.gov/aipp/images/cyclist_starnauld.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=216 ,"7201 Levander Loop;
Austin, TX 78702
(30.252912715050357, -97.69302633905961)"
Lars A.Stanley,Opossum Temple and Voodoo Pew,Town Lake Hike and Bike Trail,Possum Point - North Bank at Shoal Creek;,Austin,TX,78701,http://assets.austintexas.gov/aipp/images/pic1993_007.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=107 ,"Possum Point - North Bank at Shoal Creek;
Austin, TX 78701
(30.269920000307934, -97.74332000011776)"
Lars A.Stanley,Tribute to Gus Garcia,Gus Garcia Recreation Center,1106 E. Rundberg Ln.;,Austin,TX,78753,http://assets.austintexas.gov/aipp/images/pic2008_002_1.jpg;http://assets.austintexas.gov/aipp/images/pic2008_002_2.jpg;http://assets.austintexas.gov/aipp/images/pic2008_002_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=518 ,"1106 E. Rundberg Ln.;
Austin, TX 78753
(30.3545893809695, -97.68204705614235)"
Lars A.Stanley,Fire in the Heart,Firestation #17 ,4123 South First St.;,Austin,TX,78745,http://assets.austintexas.gov/aipp/images/pic1990_003_1.jpg;http://assets.austintexas.gov/aipp/images/pic1990_003_2.jpg;http://assets.austintexas.gov/aipp/images/pic1990_003_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=97 ,"4123 South First St.;
Austin, TX 78745
(30.22482048732353, -97.77045994311088)"
Lars A.Stanley,Zilker Gardens Main Entry Gate,Zilker Botanical Garden,2220 Barton Springs Rd.;,Austin,TX,78746,http://assets.austintexas.gov/aipp/images/pic1995_002_1.jpg;http://assets.austintexas.gov/aipp/images/pic1995_002_2.jpg;http://assets.austintexas.gov/aipp/images/pic1995_002_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=116 ,"2220 Barton Springs Rd.;
Austin, TX 78746
(30.26623576611621, -97.76896450804315)"
Rita Starpattern,Outdoor Studio,Central Access Television Facility ,1143 Northwestern Ave.;,Austin,TX,78702,http://assets.austintexas.gov/aipp/images/pic1990_001.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=95 ,"1143 Northwestern Ave.;
Austin, TX 78702
(30.26929346101582, -97.71621027780441)"
James Talbot,Transition,Austin-Bergstrom International Airport,3600 Presidential Blvd.;,Austin,TX,78719,http://assets.austintexas.gov/aipp/images/pic2006_001_1.jpg;http://assets.austintexas.gov/aipp/images/pic2006_001_2.jpg;http://assets.austintexas.gov/aipp/images/pic2006_001_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=505 ,"3600 Presidential Blvd.;
Austin, TX 78719
(30.202653698644724, -97.66544354925043)"
Carl Trominski,Moments,Lamar Bridge Railroad Underpass,300 N. Lamar Blvd.;,Austin,TX,78704,http://assets.austintexas.gov/aipp/images/moments_trominski.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=219 ,"300 N. Lamar Blvd.;
Austin, TX 78704
(30.262683444100503, -97.75797479284512)"
Phillip Wade,Schnauzer at the Door,Texas Cancer Center at Brackenridge Hospital,601 E 15th St.; 9th Floor,Austin,TX,78701,http://assets.austintexas.gov/aipp/images/pic1993_002.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=165 ,"601 E 15th St.; 9th Floor
Austin, TX 78701
(30.27515704064689, -97.73329739636114)"
Dale Whistler,Night Wings,Congress-Barton Springs Traffic Island,300 South Congress Avenue;,Austin,TX,78704,http://assets.austintexas.gov/aipp/images/nightwings_whistler.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=204 ,"300 South Congress Avenue;
Austin, TX 78704
(30.258690454290388, -97.74633756578595)"
Dale Whistler,Playmates,Town Lake Animal Center,1156 W. Cesar Chavez St.;,Austin,TX,78703,http://assets.austintexas.gov/aipp/images/playmates_whistler.jpg;http://assets.austintexas.gov/aipp/images/pic1999_005_2.jpg;http://assets.austintexas.gov/aipp/images/pic1999_005_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=138 ,"1156 W. Cesar Chavez St.;
Austin, TX 78703
(30.267953471192186, -97.75831653521624)"
Dale Whistler,Untitled,Dick Nichols Pool & Bathhouse,8011 Beckett Rd.;,Austin,TX,78749,http://assets.austintexas.gov/aipp/images/pic1997_001.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=124 ,"8011 Beckett Rd.;
Austin, TX 78749
(30.21486649180258, -97.863312382137)"
Dale Whistler,Untitled,Dick Nichols Park,8011 Beckett Rd.;,Austin,TX,78749,http://assets.austintexas.gov/aipp/images/pic1994_002.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=111 ,"8011 Beckett Rd.;
Austin, TX 78749
(30.21486649180258, -97.863312382137)"
Pat Wilie,On the Green,Roy Kizer Golf Course,5400 Jimmy Clay Dr.;,Austin,TX,78744,http://assets.austintexas.gov/aipp/images/green_wilie.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=141 ,"5400 Jimmy Clay Dr.;
Austin, TX 78744
(30.188192600413572, -97.73253297263619)"
Steve Wiman,Community Quilt,South Austin Senior Activity Center ,3911 Manchaca Rd.;,Austin,TX,78704,http://assets.austintexas.gov/aipp/images/pic1995_003.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=117 ,"3911 Manchaca Rd.;
Austin, TX 78704
(30.23392312560344, -97.78565592490696)"
Steve Wiman,Community Core Sample Project,St. John's Multipurpose Center,Corner of Blessing and Wheatly Ave.;,Austin,TX,,http://assets.austintexas.gov/aipp/images/pic2003_001_1b.jpg;http://assets.austintexas.gov/aipp/images/pic2003_001_2b.jpg;http://assets.austintexas.gov/aipp/images/pic2003_001_3b.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=192 ,"Corner of Blessing and Wheatly Ave.;
Austin, TX
(30.267600000339883, -97.74297999972708)"
Steve Wiman,Threshold Project,St. John's Multipurpose Center,Corner of Blessing and Wheatly Ave.;,Austin,TX,,http://assets.austintexas.gov/aipp/images/pic2003_001_1.jpg;http://assets.austintexas.gov/aipp/images/pic2003_001_2.jpg;http://assets.austintexas.gov/aipp/images/pic2003_001_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=198 ,"Corner of Blessing and Wheatly Ave.;
Austin, TX
(30.267600000339883, -97.74297999972708)"
Bruce Wolfe,Barbara Jordan Memorial,Austin-Bergstrom International Airport,3600 Presidential Blvd.;,Austin,TX,78719,http://assets.austintexas.gov/aipp/images/pic2002_008_1.jpg;http://assets.austintexas.gov/aipp/images/pic2002_008_2.jpg;http://assets.austintexas.gov/aipp/images/pic2002_008_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=503 ,"3600 Presidential Blvd.;
Austin, TX 78719
(30.202653698644724, -97.66544354925043)"
Shelley Wood,Shoestring,Health and Human Services Administration,7201 Levander Loop;,Austin,TX,78702,http://assets.austintexas.gov/aipp/images/pic2003_011_1.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=215 ,"7201 Levander Loop;
Austin, TX 78702
(30.252912715050357, -97.69302633905961)"
John Yancey,Riffs and Rhythms,Austin Convention Center,500 East Cesar Chavez St.;,Austin,TX,78701,http://assets.austintexas.gov/aipp/images/pic1996_005_1.jpg;http://assets.austintexas.gov/aipp/images/pic1996_005_2.jpg;http://assets.austintexas.gov/aipp/images/pic1996_005_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=121 ,"500 East Cesar Chavez St.;
Austin, TX 78701
(30.26473389832728, -97.74923338272032)"
Rodolfo Ybarra,Lone Star Gazebo,Town Lake Hike and Bike Trail,North Bank near Buford Fire Tower;,Austin,TX,78701,http://assets.austintexas.gov/aipp/images/pic1995_001.jpg,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=115 ,"North Bank near Buford Fire Tower;
Austin, TX 78701
(30.269920000307934, -97.74332000011776)"
ARCHAIC ,For Jeep With Love,Palmer Event Center,900 Barton Springs Road;,Austin,TX,,http://assets.austintexas.gov/aipp/images/pic2001_002_1.jpg;http://assets.austintexas.gov/aipp/images/pic2001_002_2.jpg;http://assets.austintexas.gov/aipp/images/pic2001_002_3.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=188 ,"900 Barton Springs Road;
Austin, TX
(30.25976064750523, -97.753981803035)"
NextProject ,LAB,Lance Armstrong Bikeway,Veterans Drive to Shady Lane;,Austin,TX,,http://assets.austintexas.gov/aipp/images/pic2009_030_1.jpg.jpg;http://assets.austintexas.gov/aipp/images/pic2009_030_2.jpg.jpg;http://assets.austintexas.gov/aipp/images/pic2009_030_3.jpg.jpg;,http://www.austintexas.gov/aipp/aipp_detail.cfm?art=544 ,"Veterans Drive to Shady Lane;
Austin, TX
(30.267600000339883, -97.74297999972708)"
